[0909/111550.232:INFO:CONSOLE(342)] "[storage] set schema versions: [model-storage,158,fts-storage,8,jobs-storage,1,lru-media-storage-idb,2,offd-storage,4,qpl-storage,0,signal-storage,6,worker-storage,1,sw,2,wawc,14,wawc_db_enc,2]. is worker? true", source: https://static.whatsapp.net/rsrc.php/v3/yw/r/4Nb4oyv3XvH.js?_nc_x=Ij3Wp8lg5Kz (342)
[0909/111622.208:INFO:CONSOLE(150)] "Event handler of 'x-storagemutated-1' event must be added on the initial evaluation of worker script.", source: https://static.whatsapp.net/rsrc.php/v3/yL/r/Z0TPhS0RCj5.js?_nc_x=Ij3Wp8lg5Kz (150)
[0909/111625.702:INFO:CONSOLE(342)] "FTS:Delegate: start indexer", source: https://static.whatsapp.net/rsrc.php/v3/yw/r/4Nb4oyv3XvH.js?_nc_x=Ij3Wp8lg5Kz (342)
[0909/111625.702:INFO:CONSOLE(342)] "FTS:Delegate: start perform init", source: https://static.whatsapp.net/rsrc.php/v3/yw/r/4Nb4oyv3XvH.js?_nc_x=Ij3Wp8lg5Kz (342)
[0909/111625.703:INFO:CONSOLE(342)] "FTS:Delegate: schema versions ready", source: https://static.whatsapp.net/rsrc.php/v3/yw/r/4Nb4oyv3XvH.js?_nc_x=Ij3Wp8lg5Kz (342)
[0909/111625.704:INFO:CONSOLE(342)] "FTS:Delegate: before db initialization", source: https://static.whatsapp.net/rsrc.php/v3/yw/r/4Nb4oyv3XvH.js?_nc_x=Ij3Wp8lg5Kz (342)
[0909/111626.081:INFO:CONSOLE(0)] "Error with Permissions-Policy header: Feature xr-spatial-tracking's parameters are ignored.", source:  (0)
[0909/111626.081:INFO:CONSOLE(0)] "Error with Permissions-Policy header: Origin trial controlled feature not enabled: 'attribution-reporting'.", source:  (0)
[0909/111626.081:INFO:CONSOLE(0)] "Error with Permissions-Policy header: Unrecognized feature: 'compute-pressure'.", source:  (0)
[0909/111626.081:INFO:CONSOLE(0)] "Error with Permissions-Policy header: Origin trial controlled feature not enabled: 'interest-cohort'.", source:  (0)
[0909/111626.081:INFO:CONSOLE(0)] "Error with Permissions-Policy header: Unrecognized feature: 'private-state-token-issuance'.", source:  (0)
[0909/111626.082:INFO:CONSOLE(0)] "Error with Permissions-Policy header: Origin trial controlled feature not enabled: 'shared-storage'.", source:  (0)
[0909/111626.082:INFO:CONSOLE(0)] "Error with Permissions-Policy header: Unrecognized feature: 'shared-storage-select-url'.", source:  (0)
[0909/111626.082:INFO:CONSOLE(0)] "Error with Permissions-Policy header: Unrecognized feature: 'private-state-token-redemption'.", source:  (0)
[0909/111626.082:INFO:CONSOLE(0)] "Error with Permissions-Policy header: Unrecognized feature: 'unload'.", source:  (0)
[0909/111626.082:INFO:CONSOLE(0)] "Error with Permissions-Policy header: Unrecognized feature: 'window-management'.", source:  (0)
[0909/111628.995:INFO:CONSOLE(342)] "WAWebLoggerWorker initialized", source: https://static.whatsapp.net/rsrc.php/v3/yw/r/4Nb4oyv3XvH.js?_nc_x=Ij3Wp8lg5Kz (342)
[0909/111628.995:INFO:CONSOLE(342)] "[storage] start setSchemaVersions from fts worker interface", source: https://static.whatsapp.net/rsrc.php/v3/yw/r/4Nb4oyv3XvH.js?_nc_x=Ij3Wp8lg5Kz (342)
[0909/111628.998:INFO:CONSOLE(342)] "[storage] set schema versions: [model-storage,158,fts-storage,8,jobs-storage,1,lru-media-storage-idb,2,offd-storage,4,qpl-storage,0,signal-storage,6,worker-storage,1,sw,2,wawc,14,wawc_db_enc,2]. is worker? true", source: https://static.whatsapp.net/rsrc.php/v3/yw/r/4Nb4oyv3XvH.js?_nc_x=Ij3Wp8lg5Kz (342)
[0909/111632.148:INFO:CONSOLE(342)] "FTS:Delegate: start indexer", source: https://static.whatsapp.net/rsrc.php/v3/yw/r/4Nb4oyv3XvH.js?_nc_x=Ij3Wp8lg5Kz (342)
[0909/111632.148:INFO:CONSOLE(342)] "FTS:Delegate: start perform init", source: https://static.whatsapp.net/rsrc.php/v3/yw/r/4Nb4oyv3XvH.js?_nc_x=Ij3Wp8lg5Kz (342)
[0909/111632.148:INFO:CONSOLE(342)] "FTS:Delegate: schema versions ready", source: https://static.whatsapp.net/rsrc.php/v3/yw/r/4Nb4oyv3XvH.js?_nc_x=Ij3Wp8lg5Kz (342)
[0909/111632.150:INFO:CONSOLE(342)] "FTS:Delegate: before db initialization", source: https://static.whatsapp.net/rsrc.php/v3/yw/r/4Nb4oyv3XvH.js?_nc_x=Ij3Wp8lg5Kz (342)
[0909/111634.486:INFO:CONSOLE(342)] "FTS:Delegate: after db initialization", source: https://static.whatsapp.net/rsrc.php/v3/yw/r/4Nb4oyv3XvH.js?_nc_x=Ij3Wp8lg5Kz (342)
[0909/111634.501:INFO:CONSOLE(342)] "FTS:Manifest Writer: Set current version to ['3.1', '1']", source: https://static.whatsapp.net/rsrc.php/v3/yw/r/4Nb4oyv3XvH.js?_nc_x=Ij3Wp8lg5Kz (342)
[0909/111634.502:INFO:CONSOLE(342)] "FTS:Delegate: Inited", source: https://static.whatsapp.net/rsrc.php/v3/yw/r/4Nb4oyv3XvH.js?_nc_x=Ij3Wp8lg5Kz (342)
[0909/111634.503:INFO:CONSOLE(342)] "FTS:Delegate: Init indexing ops", source: https://static.whatsapp.net/rsrc.php/v3/yw/r/4Nb4oyv3XvH.js?_nc_x=Ij3Wp8lg5Kz (342)
[0909/111634.511:INFO:CONSOLE(342)] "FTS:Indexer:indexQueuedBatch: Starting new batch size : 1000", source: https://static.whatsapp.net/rsrc.php/v3/yw/r/4Nb4oyv3XvH.js?_nc_x=Ij3Wp8lg5Kz (342)
[0909/111634.525:INFO:CONSOLE(342)] "Current message batch is from entry 0 of 220...", source: https://static.whatsapp.net/rsrc.php/v3/yw/r/4Nb4oyv3XvH.js?_nc_x=Ij3Wp8lg5Kz (342)
[0909/111650.370:INFO:CONSOLE(342)] "FTS:Indexer:indexQueuedBatch: Completed batch", source: https://static.whatsapp.net/rsrc.php/v3/yw/r/4Nb4oyv3XvH.js?_nc_x=Ij3Wp8lg5Kz (342)
[0909/111650.372:INFO:CONSOLE(342)] "FTS:Indexer:indexQueuedBatch: Completed", source: https://static.whatsapp.net/rsrc.php/v3/yw/r/4Nb4oyv3XvH.js?_nc_x=Ij3Wp8lg5Kz (342)
[0909/111650.372:INFO:CONSOLE(342)] "Finished batch from entry 0 of 220. (Took 10190.799999998882 msec)", source: https://static.whatsapp.net/rsrc.php/v3/yw/r/4Nb4oyv3XvH.js?_nc_x=Ij3Wp8lg5Kz (342)
[0909/112121.008:INFO:CONSOLE(342)] "FTS:Indexer:indexQueuedBatch: Starting new batch size : 1000", source: https://static.whatsapp.net/rsrc.php/v3/yw/r/4Nb4oyv3XvH.js?_nc_x=Ij3Wp8lg5Kz (342)
[0909/112121.024:INFO:CONSOLE(342)] "FTS:Indexer:indexQueuedBatch: Completed", source: https://static.whatsapp.net/rsrc.php/v3/yw/r/4Nb4oyv3XvH.js?_nc_x=Ij3Wp8lg5Kz (342)
[0909/112121.591:INFO:CONSOLE(150)] "Event handler of 'x-storagemutated-1' event must be added on the initial evaluation of worker script.", source: https://static.whatsapp.net/rsrc.php/v3/yL/r/Z0TPhS0RCj5.js?_nc_x=Ij3Wp8lg5Kz (150)
[0909/112132.234:INFO:CONSOLE(344)] "Failed to parse video contentType: video/mp4; codecs=avc1.42000a", source: https://static.whatsapp.net/rsrc.php/v3iNs54/y8/l/rt/thaU7lZbew2.js?_nc_x=Ij3Wp8lg5Kz (344)
[0909/112132.234:INFO:CONSOLE(344)] "Failed to parse video contentType: video/mp4; codecs=hev1.1.6.L93.B0", source: https://static.whatsapp.net/rsrc.php/v3iNs54/y8/l/rt/thaU7lZbew2.js?_nc_x=Ij3Wp8lg5Kz (344)
[0909/112415.439:INFO:CONSOLE(342)] "FTS:Indexer:indexQueuedBatch: Starting new batch size : 1000", source: https://static.whatsapp.net/rsrc.php/v3/yw/r/4Nb4oyv3XvH.js?_nc_x=Ij3Wp8lg5Kz (342)
[0909/112415.454:INFO:CONSOLE(342)] "FTS:Indexer:indexQueuedBatch: Completed", source: https://static.whatsapp.net/rsrc.php/v3/yw/r/4Nb4oyv3XvH.js?_nc_x=Ij3Wp8lg5Kz (342)
[0909/112415.903:INFO:CONSOLE(150)] "Event handler of 'x-storagemutated-1' event must be added on the initial evaluation of worker script.", source: https://static.whatsapp.net/rsrc.php/v3/yL/r/Z0TPhS0RCj5.js?_nc_x=Ij3Wp8lg5Kz (150)
